fuente,numero,texto_completo,n_citas_en_dataset,url_fuente
CST,143,"ARTICULO 143. Modificado por el art. 7, Ley 1496 de 2011. <El nuevo texto es el siguiente> A TRABAJO IGUAL, SALARIO IGUAL. 1. A trabajo igual desempeñado en puesto, jornada y condiciones de eficiencia también iguales, debe corresponder salario igual, comprendiendo en este todos los elementos a que se refiere el",3,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,154,"ARTICULO 154. Modificado por el art. 3, Ley 11 de 1984. <El nuevo texto es el siguiente> REGLA GENERAL. No es embargable el salario mínimo legal o convencional. El texto original era el siguiente:",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,156,"ARTICULO 156. EXCEPCION A FAVOR DE COOPERATIVAS Y PENSIONES ALIMENTICIAS. Todo salario puede ser embargado hasta en un cincuenta por ciento (50%) en favor de cooperativas legalmente autorizadas, o para cubrir pensiones alimenticias que se deban de conformidad con los artículos 411 y concordantes del Código Civil. CAPITULO V PRELACION DE LOS CREDITOS POR SALARIOS",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,161,"ARTICULO 161. DURACION. La duración máxima de la jornada ordinaria de trabajo es de ocho (8) horas al día y cuarenta y ocho (48) a la semana, salvo las siguientes excepciones: a). En las labores que sean especialmente insalubres o peligrosas, el gobierno puede ordenar la reducción de la jornada de trabajo de acuerdo con dictámenes al respecto; b). La duración máxima legal de la jornada de trabajo del menor se sujetará a las siguientes reglas: 1. El menor entre doce y catorce años solo podrá trabajar una jornada máxima de cuatro de horas diarias y veinticuatro (24) horas a la semana, en trabajos ligeros. 2. Los mayores de catorce y menores de dieciséis años solo podrá trabajar una jornada máximas de seis (6) horas diarias y treinta y seis (36) horas a la semana. 3. La jornada del menor entre dieciséis y dieciocho años no podrá exceder de ocho (8) horas diarias y cuarenta y ocho (48) a la semana. c). Modificado por el",2,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,162,"ARTICULO 162. EXCEPCIONES EN DETERMINADAS ACTIVIDADES. 1. Quedan excluidos de la regulación sobre la jornada máxima legal de trabajo los siguientes trabajadores: a). Los que desempeñan cargos de dirección, de confianza o de manejo; b). Derogado por el art. 70, Ley 2466 de 2025. El texto derogado era el siguiente: b) Los Servicios domésticos ya se trate de labores en los centros urbanos o en el campo; c). Los que ejerciten labores discontinuas o intermitentes y los de simple vigilancia, cuando residan en el lugar o sitio de trabajo; d). Derogado por el",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,168,"ARTICULO 168. Modificado por el art. 24, Ley 50 de 1990. <El nuevo texto es el siguiente> TASAS Y LIQUIDACION DE RECARGOS. 1. El trabajo nocturno por el solo hecho de ser nocturno se remunera con un recargo del treinta y cinco por ciento (35%) sobre el valor del trabajo diurno, con excepción del caso de la jornada de treinta y seis (36) horas semanales previstas en el artículo 20 161 literal c) de esta ley. 2. El trabajo extra diurno se remunera con un recargo del veinticinco por ciento (25%) sobre el valor del trabajo ordinario diurno. 3. El trabajo extra nocturno se remunera con un recargo del setenta y cinco por ciento (75%) sobre el valor del trabajo ordinario diurno. 4. Cada uno de los recargos antedichos se produce de manera exclusiva, es decir, sin acumularlo con alguno otro. El texto original era el siguiente:",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,186,"ARTICULO 186. DURACION. 1. Los trabajadores que hubieren prestados sus servicios durante un año tienen derecho a quince (15) días hábiles consecutivos de vacaciones remuneradas. 2. Los profesionales y ayudantes que trabajan en establecimientos privados dedicados a la lucha contra la tuberculosis, y los ocupados en la aplicación de rayos X, tienen derecho a gozar de quince (15) días de vacaciones remuneradas por cada seis (6) meses de servicios prestados.",2,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,189,"ARTICULO 189. COMPENSACION EN DINERO DE LAS VACACIONES. 1. Modificado por el art. 20, Ley 1429 de 2010. <El nuevo texto es el siguiente> Empleador y trabajador, podrán acordar por escrito, previa solicitud del trabajador, que se pague en dinero hasta la mitad de las vacaciones. El texto original era el siguiente: 1. Es prohibido compensar en dinero las vacaciones. Sin embargo, el Ministerio de Trabajo podrá autorizar que se pague en dinero hasta la mitad de éstas en casos especiales de perjuicio para la economía nacional o la industria. 2. Derogado por el art. 2, Ley 995 de 2005. El texto derogado era el siguiente: 2. Cuando el contrato de trabajo termine sin que el trabajador hubiere disfrutado de vacaciones, la compensación de éstas en dinero procederá por año cumplido de servicio y proporcionalmente por fracción de año, siempre que este exceda de tres meses. Otras Modificaciones: Modificado por el art. 7, Decreto 617 de 1954. , Modificado por el art. 14, Decreto 2351 de 1965. El texto original era el siguiente:",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,2,"artículo 2° de la Ley 1618 de 2013 y las demás normas que la modifiquen o complementen. El empleador realizará los ajustes razonables que se requieran por cada trabajador en el lugar de trabajo, con el fin de que las personas con discapacidad puedan acceder, desarrollar y mantener su trabajo. 14. Adicionado por el art. 15, Ley 2466 de 2025. <El texto adicionado es el siguiente> Implementar acciones guiadas por la Unidad del Servicio Público de Empleo, en un término de doce (12) meses, para eliminar cualquier tipo de barrera de acceso o permanencia, y propiciar la colocación sin ningún tipo de discriminación, especialmente de mujeres, jóvenes, migrantes, víctimas del conflicto, y procedentes de municipios con Programas de Desarrollo con Enfoque Territorial (PDET) y Zonas Más Afectadas por el Conflicto Armado (ZOMAC), o los que los modifiquen o complementen, personas en condición de vulnerabilidad. 15. Adicionado por el art. 15, Ley 2466 de 2025. <El texto adicionado es el siguiente> Atender con debida diligencia y en la medida de sus posibilidades las órdenes expedidas por autoridades competentes a favor de personas víctimas de violencias basadas en el sexo y en contra del presunto perpetrador. 16. Adicionado por el art. 15, Ley 2466 de 2025. <El texto adicionado es el siguiente> Otorgar en la medida de sus posibilidades el derecho preferente de reubicación en la empresa a las mujeres trabajadoras que sean víctimas de violencia de pareja, de violencia intrafamiliar y tentativa de feminicidio comprobada, sin desmejorar sus condiciones, y garantizar la protección de su vida e integridad, así como a las demás personas que sean víctimas de violencia de pareja y violencia intrafamiliar. 17. Adicionado por el art. 15, Ley 2466 de 2025. <El texto adicionado es el siguiente> Las empresas que cuenten con hasta 500 trabajadores deberán contratar o mantener contratados, según corresponda, al menos dos (2) trabajadores con discapacidad por cada 100 trabajadores. A partir de 501 trabajadores en adelante, deberán contratar o mantener contratados, según corresponda, al menos un (1) trabajador con discapacidad adicional por cada tramo de 100 trabajadores. Esta obligación aplicará sobre el total de trabajadores de carácter permanente. Lo anterior no impide que las empresas, de forma voluntaria, puedan contratar un número mayor de trabajadores con discapacidad al mínimo exigido. Las personas con discapacidad deberán contar con la certificación expedida conforme a las disposiciones del Ministerio de Salud y Protección Social. El empleador deberá reportar los contratos de trabajo celebrados con personas con discapacidad, dentro de los quince días siguientes a su celebración a través del sitio electrónico del Ministerio del Trabajo, quien llevará un registro actualizado de lo anterior, debiendo mantener reserva de dicha información. La fiscalización del cumplimiento de lo dispuesto en este artículo corresponderá al Ministerio del Trabajo. El incumplimiento de esta obligación dará origen a las sanciones que corresponda en cabeza de las autoridades de inspección, vigilancia y control laboral, de conformidad con lo previsto en la Ley 1610 de 2013 y las normas que la modifiquen o complementen. PARÁGRAFO 2°. Adicionado por el art. 15, Ley 2466 de 2025. <El texto adicionado es el siguiente> En aquellos cargos y sectores de la economía dónde no sea posible contratar personas en estado de discapacidad o invalidez, deberá informarse dicha situación al Ministerio del Trabajo. PARÁGRAFO 3°. Adicionado por el art. 15, Ley 2466 de 2025. <El texto adicionado es el siguiente> La aplicación de los valores y/o porcentajes indicados en el numeral 17 de este artículo será optativa en el primer año de entrada en vigencia de la presente ley, tiempo durante el cual las empresas iniciarán un plan de revisión técnica para la implementación de los ajustes razonables que se requieran. A partir del segundo año los valores y/o indicadores serán de obligatorio cumplimiento. PARÁGRAFO 4°. Adicionado por el art. 15, Ley 2466 de 2025 . <El texto adicionado es el siguiente> Cuando el empleador acredite de manera fehaciente el pago directo al trabajador del valor correspondiente a las cesantías, dicho pago se considerará liberatorio de la obligación, y no procederá sanción por no consignación, salvo que se demuestre que el pago no se realizó en condiciones de libertad y que no fue utilizado en fines autorizados por la ley. No obstante, la afiliación a Fondo de Cesantías es obligatoria. Otras Modificaciones: Adicionado por el art. 10, Ley 20 de 1982, derogada por el art. 353, Decreto Nacional 2737 de 1989. , Adicionado parcialmente por el art. 1, Ley 1280 de 2009. , Modificado parcialmente por el art. 11, Ley 2388 de 2024.",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,216,"ARTICULO 216. CULPA DEL EMPLEADOR. Cuando exista culpa suficiente comprobada del empleador en la ocurrencia del accidente de trabajo o de la enfermedad profesional, está obligado a la indemnización total y ordinaria por perjuicios pero del monto de ella debe descontarse el valor de las prestaciones en dinero pagadas en razón de las normas consagradas en este Capítulo.",2,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,22,"ARTICULO 22. DEFINICION . 1. Contrato de trabajo es aquel por el cual una persona natural se obliga a prestar un servicio personal a otra persona, natural o jurídica, bajo la continuada dependencia o subordinación de la segunda y mediante remuneración. 2. Quien presta el servicio se denomina trabajador, quien lo recibe y remunera, empleador, y la remuneración, cualquiera que sea su forma, salario.",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,220,"ARTICULO 220. AVISO AL JUEZ SOBRE LA OCURRENCIA DEL ACCIDENTE. 1. Para los efectos de información en la controversia a que pueda dar lugar el accidente, cualesquiera que sean sus consecuencias, el empleador debe dar un aviso suscrito por él o quien lo represente, al juez del trabajo del lugar, o en su defecto al juez municipal, donde conste el día, hora y lugar del accidente, como se produjo, quienes lo presenciaron, el nombre de la víctima, el salario que devengaba el día del accidente y la descripción de la lesión o perturbación, firmada por el facultativo que asista al trabajador. 2. La información de que se trata este artículo debe darse dentro de los ocho (8) días siguientes al de la ocurrencia del accidente.",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,23,"ARTICULO 23. Modificado por el art. 1, Ley 50 de 1990. <El nuevo texto es el siguiente> ELEMENTOS ESENCIALES . 1. Para que haya contrato de trabajo se requiere que concurran estos tres elementos esenciales: a. La actividad personal del trabajador, es decir, realizada por sí mismo; b. Modificado por el art. 16, Ley 2466 de 2025. <El nuevo texto es el siguiente> La continuada subordinación o dependencia del trabajador o trabajadora respecto del empleador, que faculta a este para exigirle el cumplimiento de órdenes, en cualquier momento, en cuanto al modo, tiempo o cantidad de trabajo, e imponer reglamentos, la cual debe mantenerse por todo el tiempo de duración del contrato. Todo ello sin que afecte el honor, la dignidad y los derechos mínimos del trabajador o trabajadora, en concordancia con los tratados o convenios internacionales sobre derechos humanos relativos a la materia ratificados por Colombia que sean de carácter vinculante. Aquellas facultades no pueden constituirse en un factor de discriminación basado en el sexo, la identidad de género, la orientación sexual, la raza, el color, etnia, el origen nacional, la discapacidad, la condición familiar, edad, condiciones económicas, condiciones sobrevinientes de salud, preferencias políticas o religiosas, como tampoco por el ejercicio de la sindicalización. El Ministerio del Trabajo adelantará las actuaciones administrativas correspondientes y sancionará de acuerdo con las normas vigentes. c. Un salario como retribución del servicio. 2. Una vez reunidos los tres elementos de que trata este artículo, se entiende que existe contrato de trabajo y no deja de serlo por razón del nombre que se le dé ni de otras condiciones o modalidades que se le agreguen. El texto original era el siguiente:",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,230,"ARTICULO 230. Modificado por el art. 7, Ley 11 de 1984. <El nuevo texto es el siguiente> SUMINISTRO DE CALZADO Y VESTIDO DE LABOR. Todo empleador que habitualmente ocupe uno (1) o más trabajadores permanentes, deberá suministrar cada cuatro (4) meses, en forma gratuita, un (1) par de zapatos y un (1) vestido de labor al trabajador, cuya remuneración mensual sea hasta dos (2) meses el salario mínimo más alto vigente. Tiene derecho a esta prestación el trabajador que en las fechas de entrega de calzado y vestido haya cumplido más de tres (3) meses al servicio del empleador. Otras Modificaciones: Modificado por el art. 9, Decreto 617 de 1954. El texto original era el siguiente:",2,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,236,"ARTICULO 236. Modificado por el art. 2, Ley 2114 de 2021. <El nuevo texto es el siguiente> LICENCIA EN LA ÉPOCA DEL PARTO E INCENTIVOS PARA LA ADECUADA ATENCIÓN Y CUIDADO DEL RECIÉN NACIDO. 1. Toda trabajadora en estado de embarazo tiene derecho a una licencia de dieciocho (18) semanas en la época de parto, remunerada con el salario que devengue al momento de iniciar su licencia. 2. Si se tratare de un salario que no sea fijo como en el caso del trabajo a destajo o por tarea, se tomará en cuenta el salario promedio devengado por la trabajadora en el último año de servicio, o en todo el tiempo si fuere menor. 3. Para los efectos de la licencia de que trata este ·artículo, la trabajadora debe presentar al empleador un certificado médico, en el cual debe constar: a) El estado de embarazo de la trabajadora; b) La indicación del día probable del parto, y c) La indicación del día desde el cual debe empezar la licencia, teniendo en cuenta que, por lo menos, ha de iniciarse dos semanas antes del parto. Los beneficios incluidos en este artículo, y el",1,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
CST,239,"artículo 239 de la presente ley, no excluyen a los trabajadores del sector público. 4. Todas las provisiones y garantías establecidas en la presente ley para la madre biológica se hacen extensivas en los mismos términos y en cuanto fuere procedente a la madre adoptante, o al padre que quede a cargo del recién nacido sin apoyo de la madre, sea por enfermedad, abandono o muerte, asimilando la fecha del parto a la de la entrega oficial del menor que se ha adoptado, o del que adquiere custodia justo después del nacimiento. En ese sentido, la licencia materna se extiende al padre en caso de fallecimiento, abandono o enfermedad de la madre, el empleador del padre del niño le concederá una licencia de duración equivalente al tiempo que falta para expirar el periodo de la licencia posterior al parto concedida a la madre. 5. La licencia de maternidad para madres de niños prematuros, tendrá en cuenta la diferencia entre la fecha gestacional y el nacimiento a término, las cuales serán sumadas a las dieciocho (18) semanas que se establecen en la presente ley. Cuando se trate de madres con parto múltiple o madres de un hijo con discapacidad, la licencia se ampliará en dos semanas más. 6. La trabajadora que haga uso de la licencia en la época del parto tomará las dieciocho (18) semanas de licencia a las que tiene derecho, de la siguiente manera: a) Licencia de maternidad preparto . Esta será de una (1) semana con anterioridad a la fecha probable del parto debidamente acreditada. Si por alguna razón médica la futura madre requiere una semana adicional previa al parto podrá gozar de las dos (2) semanas, con dieciséis (16) posparto. Si en caso diferente, por razón médica· no puede tomar la semana previa al parto, podrá disfrutar las dieciocho (18) semanas en el posparto inmediato. b) Licencia de maternidad posparto . Esta licencia tendrá una duración normal de diecisiete (17) semanas contadas desde la fecha del parto, o de dieciséis (16) o dieciocho (18) semanas por decisión médica, de acuerdo con lo previsto en el literal anterior. PARÁGRAFO 1. De las dieciocho (18) semanas de licencia remunerada, la semana anterior al probable parto será de obligatorio goce a menos que el médico tratante prescriba algo diferente. La licencia remunerada de la que habla este artículo es incompatible con la licencia de calamidad doméstica y en caso de haberse solicitado esta última por el nacimiento de un hijo, estos días serán descontados de la misma. PARÁGRAFO 2. El padre tendrá derecho a dos (2) semanas de licencia remunerada de paternidad. La licencia remunerada de paternidad opera por los hijos nacidos del cónyuge o de la compañera permanente, así como para el padre adoptante. El único soporte válido para el otorgamiento de la licencia remunerada de paternidad es el Registro Civil de Nacimiento, el cual deberá presentarse a la EPS a más tardar dentro de los 30 días siguientes a la fecha del nacimiento del menor. La licencia remunerada de paternidad estará a cargo de la EPS y será reconocida proporcionalmente a las semanas cotizadas por el padre durante el periodo de gestación. La licencia de paternidad se ampliará en una (1) semana adicional por cada punto porcentual de disminución de la tasa de desempleo estructural comparada con su nivel al momento de la entrada en vigencia de la presente ley, sin que en ningún caso pueda superar las cinco (5) semanas. La metodología de medición de la tasa de desempleo estructural será definida de manera conjunta por el Ministerio de Hacienda y Crédito Público, el Banco de la República y el Departamento Nacional de Planeación. La tasa de desempleo estructural será publicada en el mes de diciembre de cada año y constituirá la base para definir si se amplía o no la licencia para el año siguiente. Se autoriza al Gobierno nacional para que en el caso de los niños prematuros se aplique lo establecido en el presente parágrafo. PARÁGRAFO 3. Para efectos de la aplicación del numeral quinto (5°) del presente artículo, se deberá anexar al certificado de nacido vivo y la certificación expedida por el médico tratante en la cual se identifique diferencia entre la edad gestacional y el nacimiento a término, con el fin de determinar en cuántas semanas se debe ampliar la licencia de maternidad, o determinar la multiplicidad en el embarazo. El Ministerio de Salud reglamentará en un término no superior a seis (6) meses contados a partir de la expedición de la presente ley, lo concerniente al contenido de la certificación de que trata este parágrafo y fijará los criterios médicos a ser tenidos en cuenta por el médico tratante a efectos de expedirla. PARÁGRAFO 4. Licencia parental compartida. Los padres podrán distribuir libremente entre sí las últimas seis (6) semanas de la licencia de la madre, siempre y cuando cumplan las condiciones y requisitos dispuestos en este artículo. Esta licencia, en el caso de la madre, es independiente del permiso de lactancia. La licencia parental compartida se regirá por las siguientes condiciones: 1. El tiempo de licencia parental compartida se contará a partir de la fecha del parto. Salvo que el médico tratante haya determinado que la madre deba tomar entre una o dos (2) semanas de licencia previas a la fecha probable del parto o por determinación de la madre. 2. La madre deberá tomar como mínimo las primeras doce (12) semanas después del parto, las cuales serán intransferibles. Las restantes seis (6) semanas podrán ser distribuidas entre la madre y el padre, de común acuerdo entre los dos. El tiempo de licencia del padre no podrá ser recortado en aplicación de esta figura. 3. En ningún caso se podrán fragmentar, intercalar ni tomar de manera simultánea los períodos de licencia salvo por enfermedad posparto de la madre, debidamente certificada por el médico. 4. La licencia parental compartida será remunerada con base en el salario de quien disfrute de la licencia por el período correspondiente. El pago de la misma estará a cargo del respectivo empleador o EPS, acorde con la normatividad vigente. Para los efectos de la licencia de que trata este parágrafo, los beneficiarios deberán cumplir los siguientes requisitos: 1. El único soporte válido para el otorgamiento de licencia compartida es el Registro Civil de Nacimiento, el cual deberá presentarse a la EPS a más tardar dentro de los 30 días siguientes a la fecha de nacimiento del menor. 2. Debe existir mutuo acuerdo entre los padres acerca de la distribución de las semanas de licencia. Ambos padres deberán realizar un documento firmado explicando la distribución acordada y presentarla ante sus empleadores, en un término de treinta (30) días contados a partir del nacimiento del menor. 3. El médico tratante debe autorizar por escrito el acuerdo de los padres, a fin de garantizar la salud de la madre y el recién nacido. 4. Los padres deberán presentar ante el empleador un certificado médico, en el cual debe constar: a) El estado de embarazo de la mujer; o una constancia del nacimiento del menor. b) La indicación del día probable del parto, o la fecha del nacimiento del menor. c) La indicación del día desde el cual empezarían las licencias de cada uno. d) La licencia parental compartida también se aplicará con respecto a los niños prematuros y adoptivos, teniendo en cuenta el presente artículo. La licencia parental compartida es aplicable también a los trabajadores del sector público. Para estos efectos, el Departamento Administrativo de la Función Pública reglamentará la materia dentro de los seis (6) meses siguientes a la sanción de la presente ley. No podrán optar por la licencia parental compartida, los padres que hayan sido condenados en los últimos cinco (5) años por los delitos contemplados en el Título IV ""delitos contra la libertad, integridad y formaciones sexuales"" ; los padres condenados en los últimos dos (2) años; por los delitos contemplados en el Título VI ""delitos contra la familia"" ; Capítulo Primero “de la violencia intrafamiliar” y Capítulo Cuarto “de los delitos contra la asistencia alimentaria” de la Ley 599 de 2000 o los padres que tengan vigente una medida de protección en su contra, de acuerdo con el",6,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=33104
