consulta,articulo,tipo,label,sentencia_origen
"Trabajé año y medio como conductor de volquetas para una empresa con contrato de prestación de servicios. Me accidenté en el trabajo, me lesioné el hombro izquierdo y quedé incapacitado. Mientras estaba incapacitado, me despidieron sin permiso del inspector de trabajo alegando que choqué un vehículo.","Ley 361 de 1997, Art. 26",positivo,1,SU-049/17
"Trabajé año y medio como conductor de volquetas para una empresa con contrato de prestación de servicios. Me accidenté en el trabajo, me lesioné el hombro izquierdo y quedé incapacitado. Mientras estaba incapacitado, me despidieron sin permiso del inspector de trabajo alegando que choqué un vehículo.",CST Art. 236,negativo_facil,0,SU-049/17
"Trabajé año y medio como conductor de volquetas para una empresa con contrato de prestación de servicios. Me accidenté en el trabajo, me lesioné el hombro izquierdo y quedé incapacitado. Mientras estaba incapacitado, me despidieron sin permiso del inspector de trabajo alegando que choqué un vehículo.","Código Sustantivo del Trabajo, Art. 62 - Terminación del contrato por justa causa",negativo_dificil_placeholder,0,SU-049/17
"En un caso me descuentan más del 50% de mi pensión por un crédito de libranza con una cooperativa, y solo me quedan $314.070 de $635.479. En otro caso soy soldado profesional y entre embargos y créditos me descuentan tanto que de $1.916.892 solo recibo $68.199, siendo padre cabeza de familia.",CST Art. 156,positivo,1,T-864/14
"En un caso me descuentan más del 50% de mi pensión por un crédito de libranza con una cooperativa, y solo me quedan $314.070 de $635.479. En otro caso soy soldado profesional y entre embargos y créditos me descuentan tanto que de $1.916.892 solo recibo $68.199, siendo padre cabeza de familia.",CST Art. 236,negativo_facil,0,T-864/14
"En un caso me descuentan más del 50% de mi pensión por un crédito de libranza con una cooperativa, y solo me quedan $314.070 de $635.479. En otro caso soy soldado profesional y entre embargos y créditos me descuentan tanto que de $1.916.892 solo recibo $68.199, siendo padre cabeza de familia.",CST Art. 154,negativo_dificil_placeholder,0,T-864/14
"Me contrataron por obra o labor en una empresa de servicios temporales (Serviola S.A.) para vender productos de Comcel en almacenes Olímpica, reemplazando personal en vacaciones. El 15 de mayo de 2009 me avisaron que terminaba mi trabajo porque no llegaron los listados de Bogotá con las vacaciones pendientes. Ese día les comenté que sospechaba estar embarazada, tenía 12 semanas. Me despidieron sin saber si había más trabajo disponible.","Ley 50 de 1990, Art. 71 y ss",positivo,1,SU-071/13
"Me contrataron por obra o labor en una empresa de servicios temporales (Serviola S.A.) para vender productos de Comcel en almacenes Olímpica, reemplazando personal en vacaciones. El 15 de mayo de 2009 me avisaron que terminaba mi trabajo porque no llegaron los listados de Bogotá con las vacaciones pendientes. Ese día les comenté que sospechaba estar embarazada, tenía 12 semanas. Me despidieron sin saber si había más trabajo disponible.","Decreto 4369 de 2006, Art. 6",positivo,1,SU-071/13
"Me contrataron por obra o labor en una empresa de servicios temporales (Serviola S.A.) para vender productos de Comcel en almacenes Olímpica, reemplazando personal en vacaciones. El 15 de mayo de 2009 me avisaron que terminaba mi trabajo porque no llegaron los listados de Bogotá con las vacaciones pendientes. Ese día les comenté que sospechaba estar embarazada, tenía 12 semanas. Me despidieron sin saber si había más trabajo disponible.",CST Art. 236,negativo_facil,0,SU-071/13
"Me contrataron por obra o labor en una empresa de servicios temporales (Serviola S.A.) para vender productos de Comcel en almacenes Olímpica, reemplazando personal en vacaciones. El 15 de mayo de 2009 me avisaron que terminaba mi trabajo porque no llegaron los listados de Bogotá con las vacaciones pendientes. Ese día les comenté que sospechaba estar embarazada, tenía 12 semanas. Me despidieron sin saber si había más trabajo disponible.",Artículo 64 del Código Sustantivo del Trabajo,negativo_dificil_placeholder,0,SU-071/13
"Trabajé en distintas empresas y sufrí accidentes o enfermedades que me causaron discapacidad. Me despidieron o terminaron mi contrato sin que el empleador pidiera autorización del Ministerio del Trabajo, estando yo en situación de discapacidad o incapacidad médica.","Ley 361 de 1997, Art. 26",positivo,1,T-936/09
"Trabajé en distintas empresas y sufrí accidentes o enfermedades que me causaron discapacidad. Me despidieron o terminaron mi contrato sin que el empleador pidiera autorización del Ministerio del Trabajo, estando yo en situación de discapacidad o incapacidad médica.",CST Art. 236,negativo_facil,0,T-936/09
"Trabajé en distintas empresas y sufrí accidentes o enfermedades que me causaron discapacidad. Me despidieron o terminaron mi contrato sin que el empleador pidiera autorización del Ministerio del Trabajo, estando yo en situación de discapacidad o incapacidad médica.","Código Sustantivo del Trabajo, Art. 62",negativo_dificil_placeholder,0,T-936/09
"Trabajé como supervisora de habitaciones en un hotel con contrato verbal ganando $182.000 quincenales. Cuando tenía 3 meses y medio de embarazo le avisé a mi empleadora con copia del examen, y me despidieron inmediatamente sin justa causa ni autorización del inspector de trabajo. No me pagaban salario mínimo ni me afiliaron a seguridad social.",CST Art. 239,positivo,1,T-682/07
"Trabajé como supervisora de habitaciones en un hotel con contrato verbal ganando $182.000 quincenales. Cuando tenía 3 meses y medio de embarazo le avisé a mi empleadora con copia del examen, y me despidieron inmediatamente sin justa causa ni autorización del inspector de trabajo. No me pagaban salario mínimo ni me afiliaron a seguridad social.",CST Art. 240,positivo,1,T-682/07
"Trabajé como supervisora de habitaciones en un hotel con contrato verbal ganando $182.000 quincenales. Cuando tenía 3 meses y medio de embarazo le avisé a mi empleadora con copia del examen, y me despidieron inmediatamente sin justa causa ni autorización del inspector de trabajo. No me pagaban salario mínimo ni me afiliaron a seguridad social.",CST Art. 236,negativo_facil,0,T-682/07
"Trabajé como supervisora de habitaciones en un hotel con contrato verbal ganando $182.000 quincenales. Cuando tenía 3 meses y medio de embarazo le avisé a mi empleadora con copia del examen, y me despidieron inmediatamente sin justa causa ni autorización del inspector de trabajo. No me pagaban salario mínimo ni me afiliaron a seguridad social.",CST Art. 241,negativo_dificil_placeholder,0,T-682/07
"Trabajé como empleada doméstica del 15 de octubre de 2004 al 15 de abril de 2005, ganando $360.000 mensuales. Cuando mis empleadores se enteraron de mi embarazo me despidieron sin justa causa y sin permiso del inspector del trabajo. No me afiliaron a seguridad social y quedé sin ingresos estando por dar a luz.",CST Art. 239,positivo,1,T-303/07
"Trabajé como empleada doméstica del 15 de octubre de 2004 al 15 de abril de 2005, ganando $360.000 mensuales. Cuando mis empleadores se enteraron de mi embarazo me despidieron sin justa causa y sin permiso del inspector del trabajo. No me afiliaron a seguridad social y quedé sin ingresos estando por dar a luz.",CST Art. 239-3,positivo,1,T-303/07
"Trabajé como empleada doméstica del 15 de octubre de 2004 al 15 de abril de 2005, ganando $360.000 mensuales. Cuando mis empleadores se enteraron de mi embarazo me despidieron sin justa causa y sin permiso del inspector del trabajo. No me afiliaron a seguridad social y quedé sin ingresos estando por dar a luz.",CST Art. 236,negativo_facil,0,T-303/07
"Trabajé como empleada doméstica del 15 de octubre de 2004 al 15 de abril de 2005, ganando $360.000 mensuales. Cuando mis empleadores se enteraron de mi embarazo me despidieron sin justa causa y sin permiso del inspector del trabajo. No me afiliaron a seguridad social y quedé sin ingresos estando por dar a luz.",CST Art. 240,negativo_dificil_placeholder,0,T-303/07
"Trabajé para INNOTECH y mi empleador dejó de pagarme el salario: me debe el 60% de mayo de 1997 y la totalidad de junio y julio. Además, me descontaron salud y pensión pero no hicieron los aportes. Dependo totalmente de mi salario y he tenido que pedir préstamos.",Constitución Política Art. 25,positivo,1,T-151/98
"Trabajé para INNOTECH y mi empleador dejó de pagarme el salario: me debe el 60% de mayo de 1997 y la totalidad de junio y julio. Además, me descontaron salud y pensión pero no hicieron los aportes. Dependo totalmente de mi salario y he tenido que pedir préstamos.",Constitución Política Art. 53,positivo,1,T-151/98
"Trabajé para INNOTECH y mi empleador dejó de pagarme el salario: me debe el 60% de mayo de 1997 y la totalidad de junio y julio. Además, me descontaron salud y pensión pero no hicieron los aportes. Dependo totalmente de mi salario y he tenido que pedir préstamos.",CST Art. 236,negativo_facil,0,T-151/98
"Trabajé para INNOTECH y mi empleador dejó de pagarme el salario: me debe el 60% de mayo de 1997 y la totalidad de junio y julio. Además, me descontaron salud y pensión pero no hicieron los aportes. Dependo totalmente de mi salario y he tenido que pedir préstamos.",Código Sustantivo del Trabajo Art. 64 - Terminación unilateral del contrato sin justa causa,negativo_dificil_placeholder,0,T-151/98
"Trabajé desde junio de 1999 como publicitadora con contrato por obra o labor. En marzo de 2002 notifiqué a mi empleador que tenía seis semanas de embarazo y me despidieron el 1 de abril alegando que terminó la labor contratada, sin pedir autorización al inspector de trabajo.",CST Art. 239,positivo,1,T-909/02
"Trabajé desde junio de 1999 como publicitadora con contrato por obra o labor. En marzo de 2002 notifiqué a mi empleador que tenía seis semanas de embarazo y me despidieron el 1 de abril alegando que terminó la labor contratada, sin pedir autorización al inspector de trabajo.","Ley 50 de 1990, Art. 35",positivo,1,T-909/02
"Trabajé desde junio de 1999 como publicitadora con contrato por obra o labor. En marzo de 2002 notifiqué a mi empleador que tenía seis semanas de embarazo y me despidieron el 1 de abril alegando que terminó la labor contratada, sin pedir autorización al inspector de trabajo.",CST Art. 241,positivo,1,T-909/02
"Trabajé desde junio de 1999 como publicitadora con contrato por obra o labor. En marzo de 2002 notifiqué a mi empleador que tenía seis semanas de embarazo y me despidieron el 1 de abril alegando que terminó la labor contratada, sin pedir autorización al inspector de trabajo.",CST Art. 236,negativo_facil,0,T-909/02
"Trabajé desde junio de 1999 como publicitadora con contrato por obra o labor. En marzo de 2002 notifiqué a mi empleador que tenía seis semanas de embarazo y me despidieron el 1 de abril alegando que terminó la labor contratada, sin pedir autorización al inspector de trabajo.",CST Art. 64,negativo_dificil_placeholder,0,T-909/02
"Trabajé como docente bajo contrato de prestación de servicios desde enero hasta junio de 2000. En septiembre me dijeron verbalmente que me renovarían el contrato, empecé a trabajar pero a los pocos días me dijeron que no me lo iban a renovar. Estaba embarazada pero nunca informé formalmente a mi empleador sobre mi estado",CST Art. 239,positivo,1,T-697/01
"Trabajé como docente bajo contrato de prestación de servicios desde enero hasta junio de 2000. En septiembre me dijeron verbalmente que me renovarían el contrato, empecé a trabajar pero a los pocos días me dijeron que no me lo iban a renovar. Estaba embarazada pero nunca informé formalmente a mi empleador sobre mi estado",CST Art. 236,negativo_facil,0,T-697/01
"Trabajé como docente bajo contrato de prestación de servicios desde enero hasta junio de 2000. En septiembre me dijeron verbalmente que me renovarían el contrato, empecé a trabajar pero a los pocos días me dijeron que no me lo iban a renovar. Estaba embarazada pero nunca informé formalmente a mi empleador sobre mi estado",CST Art. 240,negativo_dificil_placeholder,0,T-697/01
Me contrataron verbalmente como ayudante de cocina en septiembre de 2021. A principios de noviembre me despidieron supuestamente por mal desempeño durante el periodo de prueba. Yo estaba embarazada pero no lo sabía por mi obesidad y ciclo irregular. Solo me enteré del embarazo en diciembre cuando ya tenía 24 semanas. El hotel dice que no sabía de mi embarazo cuando me despidió.,CST Art. 64,positivo,1,T-418/22
Me contrataron verbalmente como ayudante de cocina en septiembre de 2021. A principios de noviembre me despidieron supuestamente por mal desempeño durante el periodo de prueba. Yo estaba embarazada pero no lo sabía por mi obesidad y ciclo irregular. Solo me enteré del embarazo en diciembre cuando ya tenía 24 semanas. El hotel dice que no sabía de mi embarazo cuando me despidió.,CST Art. 65,positivo,1,T-418/22
Me contrataron verbalmente como ayudante de cocina en septiembre de 2021. A principios de noviembre me despidieron supuestamente por mal desempeño durante el periodo de prueba. Yo estaba embarazada pero no lo sabía por mi obesidad y ciclo irregular. Solo me enteré del embarazo en diciembre cuando ya tenía 24 semanas. El hotel dice que no sabía de mi embarazo cuando me despidió.,CST Art. 236,negativo_facil,0,T-418/22
Me contrataron verbalmente como ayudante de cocina en septiembre de 2021. A principios de noviembre me despidieron supuestamente por mal desempeño durante el periodo de prueba. Yo estaba embarazada pero no lo sabía por mi obesidad y ciclo irregular. Solo me enteré del embarazo en diciembre cuando ya tenía 24 semanas. El hotel dice que no sabía de mi embarazo cuando me despidió.,CST Art. 239,negativo_dificil_placeholder,0,T-418/22
"Soy empleado de la Universidad de Antioquia bajo el régimen retroactivo de cesantías del CST. Solicité el reconocimiento y pago anticipado de mis cesantías para pagar una hipoteca, pero la universidad me lo negó argumentando problemas financieros y presionándome para que me cambiara al nuevo régimen de cesantías de la Ley 50 de 1990.","Ley 50 de 1990, Art. parágrafo transitorio sobre opción de régimen de cesantías",positivo,1,T-463/00
"Soy empleado de la Universidad de Antioquia bajo el régimen retroactivo de cesantías del CST. Solicité el reconocimiento y pago anticipado de mis cesantías para pagar una hipoteca, pero la universidad me lo negó argumentando problemas financieros y presionándome para que me cambiara al nuevo régimen de cesantías de la Ley 50 de 1990.",CST Art. 236,negativo_facil,0,T-463/00
"Soy empleado de la Universidad de Antioquia bajo el régimen retroactivo de cesantías del CST. Solicité el reconocimiento y pago anticipado de mis cesantías para pagar una hipoteca, pero la universidad me lo negó argumentando problemas financieros y presionándome para que me cambiara al nuevo régimen de cesantías de la Ley 50 de 1990.",Artículo 253 del Código Sustantivo del Trabajo sobre pago de cesantías,negativo_dificil_placeholder,0,T-463/00
"Trabajé desde diciembre de 2002 para una cooperativa de servicios temporales. En agosto de 2003, estando embarazada e incapacitada por amenaza de aborto, me despidieron verbalmente. Intenté entregar mi incapacidad y comunicar el embarazo pero no me la quisieron recibir. Me dijeron que renunciara voluntariamente y ellos me seguirían pagando la EPS, pero me negué.",Constitución Política Art. 43,positivo,1,T-900/04
"Trabajé desde diciembre de 2002 para una cooperativa de servicios temporales. En agosto de 2003, estando embarazada e incapacitada por amenaza de aborto, me despidieron verbalmente. Intenté entregar mi incapacidad y comunicar el embarazo pero no me la quisieron recibir. Me dijeron que renunciara voluntariamente y ellos me seguirían pagando la EPS, pero me negué.",Constitución Política Art. 53,positivo,1,T-900/04
"Trabajé desde diciembre de 2002 para una cooperativa de servicios temporales. En agosto de 2003, estando embarazada e incapacitada por amenaza de aborto, me despidieron verbalmente. Intenté entregar mi incapacidad y comunicar el embarazo pero no me la quisieron recibir. Me dijeron que renunciara voluntariamente y ellos me seguirían pagando la EPS, pero me negué.",CST Art. 236,negativo_facil,0,T-900/04
"Trabajé desde diciembre de 2002 para una cooperativa de servicios temporales. En agosto de 2003, estando embarazada e incapacitada por amenaza de aborto, me despidieron verbalmente. Intenté entregar mi incapacidad y comunicar el embarazo pero no me la quisieron recibir. Me dijeron que renunciara voluntariamente y ellos me seguirían pagando la EPS, pero me negué.",Código Sustantivo del Trabajo Art. 239 - Prohibición de despedir sin justa causa,negativo_dificil_placeholder,0,T-900/04
"Soy futbolista profesional, firmé contrato con el Deportes Tolima siendo menor de edad sin cumplirse los requisitos legales. Di por terminado el contrato con justa causa por incumplimiento del club y les pedí el certificado de transferencia de mis derechos deportivos para poder jugar en otro club, pero se negaron a entregármelo, dejándome sin poder trabajar.","Ley 1098 de 2006, Art. 113",positivo,1,T-740/10
"Soy futbolista profesional, firmé contrato con el Deportes Tolima siendo menor de edad sin cumplirse los requisitos legales. Di por terminado el contrato con justa causa por incumplimiento del club y les pedí el certificado de transferencia de mis derechos deportivos para poder jugar en otro club, pero se negaron a entregármelo, dejándome sin poder trabajar.","Ley 181 de 1995, Art. 33",positivo,1,T-740/10
"Soy futbolista profesional, firmé contrato con el Deportes Tolima siendo menor de edad sin cumplirse los requisitos legales. Di por terminado el contrato con justa causa por incumplimiento del club y les pedí el certificado de transferencia de mis derechos deportivos para poder jugar en otro club, pero se negaron a entregármelo, dejándome sin poder trabajar.",CST Art. 236,negativo_facil,0,T-740/10
"Soy futbolista profesional, firmé contrato con el Deportes Tolima siendo menor de edad sin cumplirse los requisitos legales. Di por terminado el contrato con justa causa por incumplimiento del club y les pedí el certificado de transferencia de mis derechos deportivos para poder jugar en otro club, pero se negaron a entregármelo, dejándome sin poder trabajar.","Código Sustantivo del Trabajo, Art. 29",negativo_dificil_placeholder,0,T-740/10
Trabajamos en una floristería y llevamos más de tres meses sin que nos paguen los salarios. Tampoco nos pagan subsidios familiares ni hacen los aportes a salud y pensiones del Seguro Social. Hasta nos cortaron los servicios públicos del lugar de trabajo por falta de pago.,CP Art. 25,positivo,1,T-502/00
Trabajamos en una floristería y llevamos más de tres meses sin que nos paguen los salarios. Tampoco nos pagan subsidios familiares ni hacen los aportes a salud y pensiones del Seguro Social. Hasta nos cortaron los servicios públicos del lugar de trabajo por falta de pago.,CP Art. 48,positivo,1,T-502/00
Trabajamos en una floristería y llevamos más de tres meses sin que nos paguen los salarios. Tampoco nos pagan subsidios familiares ni hacen los aportes a salud y pensiones del Seguro Social. Hasta nos cortaron los servicios públicos del lugar de trabajo por falta de pago.,CST Art. 236,negativo_facil,0,T-502/00
Trabajamos en una floristería y llevamos más de tres meses sin que nos paguen los salarios. Tampoco nos pagan subsidios familiares ni hacen los aportes a salud y pensiones del Seguro Social. Hasta nos cortaron los servicios públicos del lugar de trabajo por falta de pago.,CST Art. 65,negativo_dificil_placeholder,0,T-502/00
"Varios empleados solicitaron hace meses el pago de sus cesantías parciales bajo el régimen anterior, pero no se las pagaron alegando falta de disponibilidad presupuestal. Mientras tanto, a los compañeros que se cambiaron al nuevo régimen (decretos 57 y 110 de 1993) les pagaron rápido, en pocos días. Nos sentimos discriminados por estar en el régimen antiguo.","Constitución Política, Art. 13",positivo,1,T-144/98
"Varios empleados solicitaron hace meses el pago de sus cesantías parciales bajo el régimen anterior, pero no se las pagaron alegando falta de disponibilidad presupuestal. Mientras tanto, a los compañeros que se cambiaron al nuevo régimen (decretos 57 y 110 de 1993) les pagaron rápido, en pocos días. Nos sentimos discriminados por estar en el régimen antiguo.","Constitución Política, Art. 53",positivo,1,T-144/98
"Varios empleados solicitaron hace meses el pago de sus cesantías parciales bajo el régimen anterior, pero no se las pagaron alegando falta de disponibilidad presupuestal. Mientras tanto, a los compañeros que se cambiaron al nuevo régimen (decretos 57 y 110 de 1993) les pagaron rápido, en pocos días. Nos sentimos discriminados por estar en el régimen antiguo.",CST Art. 236,negativo_facil,0,T-144/98
